0,3013,20030101,29
62,3017,20030101,32
93,3024,20030101,38
124,3026,20030101,23
217,3029,20030101,25
248,3030,20030101,34
279,3031,20030101,48
310,3032,20030101,59
338,3102,20030101,55
431,3131,20030101,56
462,3144,20030101,55
524,3160,20030101,44
554,3162,20030101,37
674,3170,20030101,23
1012,3810,20030101,53
1043,3811,20030101,43
1074,3812,20030101,51
1136,3816,20030101,39
1167,3818,20030101,52
1198,3820,20030101,56
1229,3822,20030101,59
1260,3847,20030101,51
1291,3849,20030101,48
1322,3856,20030101,50
1353,3859,20030101,50
1384,3860,20030101,44
1415,3868,20030101,35
1444,3870,20030101,55
1506,3878,20030101,52
1568,3887,20030101,33
1599,3888,20030101,54
1630,3889,20030101,44
1661,3893,20030101,36
1692,3894,20030101,46
1785,3919,20030101,34
1847,3928,20030101,34
1878,3932,20030101,39
2002,3940,20030101,44
2064,3947,20030101,31
2126,3953,20030101,40
2219,3960,20030101,35
2281,3963,20030101,35
2343,3966,20030101,35
2715,4109,20030101,36
2746,4110,20030101,30
2777,4111,20030101,20
2808,4112,20030101,11
2839,4113,20030101,39
2963,4725,20030101,34
2994,4726,20030101,38
3087,4781,20030101,41
3149,4789,20030101,36
3179,4803,20030101,14
3210,4804,20030101,35
3241,4808,20030101,29
3272,4826,20030101,21
3303,4836,20030101,20
3365,4839,20030101,26
3396,4840,20030101,24
3458,4842,20030101,32
3489,4843,20030101,30
3551,4846,20030101,30
3582,4847,20030101,30
3613,4848,20030101,31
3799,4854,20030101,20
3985,11640,20030101,79
4044,12812,20030101,68
4075,12815,20030101,66
4724,12884,20030101,52
5002,12916,20030101,53
5715,13728,20030101,56
5932,13739,20030101,44
6056,13744,20030101,60
6118,13764,20030101,55
6180,13781,20030101,45
6304,13833,20030101,48
6366,13838,20030101,50
7357,13939,20030101,43
8411,14605,20030101,30
8442,14606,20030101,28
8566,14702,20030101,38
8593,14707,20030101,41
8624,14710,20030101,34
8810,14734,20030101,42
8934,14739,20030101,40
8965,14740,20030101,38
9027,14745,20030101,30
9181,14752,20030101,37
9367,14763,20030101,36
9429,14765,20030101,41
9646,14787,20030101,41
9677,14792,20030101,41
9708,14794,20030101,41
10731,14910,20030101,20
10762,14913,20030101,15
10793,14914,20030101,20
11134,14929,20030101,28
11196,14933,20030101,29
11227,14935,20030101,31
11258,14936,20030101,31
11289,14937,20030101,28
11351,14939,20030101,31
11382,14940,20030101,23
11413,14941,20030101,30
11752,21510,20030101,74
11993,23009,20030101,45
13168,23176,20030101,30
14034,24011,20030101,18
14096,24013,20030101,19
14189,24018,20030101,30
14902,24110,20030101,34
14963,24126,20030101,30
16544,25308,20030101,46
16575,25309,20030101,36
16606,25323,20030101,34
19803,54728,20030101,28
19927,54740,20030101,34
19958,54742,20030101,28
19989,54743,20030101,40
20206,54771,20030101,28
22015,93706,20030101,42
22139,93721,20030101,44
1,3013,20030102,24
63,3017,20030102,37
94,3024,20030102,42
125,3026,20030102,23
218,3029,20030102,24
249,3030,20030102,38
280,3031,20030102,41
311,3032,20030102,48
339,3102,20030102,59
432,3131,20030102,60
463,3144,20030102,55
525,3160,20030102,47
555,3162,20030102,35
675,3170,20030102,28
1013,3810,20030102,45
1044,3811,20030102,38
1075,3812,20030102,45
1137,3816,20030102,34
1168,3818,20030102,58
1199,3820,20030102,50
1230,3822,20030102,54
1261,3847,20030102,41
1292,3849,20030102,40
1323,3856,20030102,41
1354,3859,20030102,43
1385,3860,20030102,38
1416,3868,20030102,29
1445,3870,20030102,50
1507,3878,20030102,56
1569,3887,20030102,28
1600,3888,20030102,52
1631,3889,20030102,39
1662,3893,20030102,29
1693,3894,20030102,38
1786,3919,20030102,33
1848,3928,20030102,33
1879,3932,20030102,42
2003,3940,20030102,43
2065,3947,20030102,29
2127,3953,20030102,36
2220,3960,20030102,31
2282,3963,20030102,27
2344,3966,20030102,29
2716,4109,20030102,36
2747,4110,20030102,30
2778,4111,20030102,23
2809,4112,20030102,27
2840,4113,20030102,46
2964,4725,20030102,25
2995,4726,20030102,30
3088,4781,20030102,34
3150,4789,20030102,27
3180,4803,20030102,22
3211,4804,20030102,31
3242,4808,20030102,29
3273,4826,20030102,20
3304,4836,20030102,0
3366,4839,20030102,25
3397,4840,20030102,27
3459,4842,20030102,29
3490,4843,20030102,27
3552,4846,20030102,27
3583,4847,20030102,24
3614,4848,20030102,26
3800,4854,20030102,19
3986,11640,20030102,80
4045,12812,20030102,66
4076,12815,20030102,63
4725,12884,20030102,56
5003,12916,20030102,51
5716,13728,20030102,46
5933,13739,20030102,37
6057,13744,20030102,50
6119,13764,20030102,43
6181,13781,20030102,39
6305,13833,20030102,47
6367,13838,20030102,55
7358,13939,20030102,40
8412,14605,20030102,20
8443,14606,20030102,18
8567,14702,20030102,28
8594,14707,20030102,34
8625,14710,20030102,25
