,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,label
0,0.514048440163,0.506443174337,0.289202036989,0.575040717021,0.271430003397,0.320783736166,,,0.0
1,0.631718095498,0.464674288744,0.440585866251,0.100501056072,0.459672273178,0.218363924556,0.214542266919,0.202603238289,0.0
2,0.290646721905,0.382965769122,0.434269146376,0.550554772618,0.809441048074,0.323739601491,0.131751736515,0.179559736704,0.0
3,0.55720280291,0.389028715179,0.717897837565,0.260571960251,0.387505472128,0.25832434704,,,0.0
4,0.505601555797,0.446812759257,0.69454366447,0.179592381346,0.321203166872,0.373219456957,,,0.0
5,0.507158496352,0.188525946954,0.649183183025,0.814533184483,0.596503655106,0.241452711345,0.510189600524,0.534801334576,0.0
6,0.411751798396,0.668126951319,0.685417606931,0.48327692412,0.373078999072,0.319910549927,,,0.0
7,0.205486528213,0.350740029291,0.21459888498,0.541303902082,0.597796553276,0.256536062808,0.522650670252,0.318161228579,0.0
8,0.233995744177,0.38569800902,0.669266927499,0.719140301859,0.701262471775,0.444112636184,0.242295229657,0.353449963629,0.0
9,0.552263955254,0.270388187149,0.456069510258,0.361180075976,0.250991171834,0.0310894077078,,,0.0
10,0.114716752328,0.389397924865,0.554908400334,0.195773771975,0.582650910615,0.384306138886,0.193192288366,0.758919164267,0.0
11,0.258496210397,0.691688282641,0.418795353465,0.262830009763,0.170010512594,0.37117278104,0.682165119975,0.488010632308,0.0
12,0.408205075641,0.541454768203,0.511779126545,0.400773302824,0.169999362037,0.365307109904,,,0.0
13,0.422763831894,0.829774446474,0.267678282379,0.190303084062,0.236737190833,0.570880488324,,,0.0
14,0.795931210364,0.214462808967,0.51493792529,0.280281251745,0.203816049796,0.321170960014,,,0.0
15,0.406544280897,0.473558782981,0.247632858387,0.573883166789,0.219897446049,0.13858133207,,,0.0
16,0.2836110868,0.448453742887,0.3508215793,0.455522423824,0.508453154548,0.701000806947,,,0.0
17,0.251688844995,0.551473623419,0.2581566955,0.530418137109,0.474156357827,0.290815328639,0.492511107118,0.484220362573,0.0
18,0.258016323921,0.648007835799,0.658466851482,0.6345804777,0.405680854907,0.443742751317,,,0.0
19,0.489553897502,0.207822947698,0.0942776838318,0.52757302476,0.676699741477,0.318844421018,,,0.0
20,0.536578736779,0.254981723031,0.0454473268824,0.241658860279,0.61511139531,0.349458574131,0.606136763129,0.342503059886,0.0
21,0.234350532481,0.545389073239,0.196749306942,0.64299720272,0.464512337027,0.285177274936,,,0.0
22,0.437246336659,0.772616232692,0.667231453448,0.588219115374,0.462875625816,0.494147974537,0.295897465364,0.431188742998,0.0
23,0.501515196477,0.269480865424,0.219985344101,0.4825248019,0.322271555597,0.0921111803719,0.261843418738,0.70232685128,0.0
24,0.309528158646,0.33074301607,0.771744737921,0.328407026896,0.193925147043,0.586494197758,,,0.0
25,0.614977570743,0.391786154311,0.224383407781,0.739636778148,0.52061533791,0.393041985798,0.185725238148,0.605846981556,0.0
26,0.329032491158,0.562418699718,0.555652665165,0.597981286223,0.151814849068,0.349491355391,0.242411474954,0.41047406148,0.0
27,0.409158656608,0.309054093187,0.461046320166,0.604938623794,0.820288211009,0.448394621118,0.322780245005,0.440462482196,0.0
28,0.63884400696,0.651130277903,0.169017510091,0.584168024643,0.3217516752,0.661513756096,,,0.0
29,0.492105648394,0.256184780614,0.145979982184,0.266482725147,0.799841747113,0.444412879556,,,0.0
30,0.427064585185,0.355008428958,0.31027018862,0.633983611354,0.940358254167,0.52344346427,,,0.0
31,0.50445934039,0.437660918326,0.570654270227,0.218690074161,0.61551892779,0.633870460171,,,0.0
32,0.431343362392,0.377239621928,0.310235754573,0.465685570894,0.567187106525,0.285968695462,0.63776559158,0.253257668801,0.0
33,0.436186393131,0.474433381159,0.0336754006858,0.212735189553,0.308294142155,0.290714524516,,,0.0
34,0.14725892116,0.45103330688,0.518267096971,0.283605693785,0.340282330286,0.278506078298,0.194711697199,0.689892019643,0.0
35,0.334142352317,0.309011981776,0.274606162317,0.570534196327,0.10959697514,0.161354490468,,,0.0
36,0.190119425565,0.459823826673,0.659555672475,0.713409219207,0.465290715741,0.281788467051,0.315780920298,0.573092615066,0.0
37,0.514575497568,0.395660224382,0.481434080718,0.492101584495,0.769850621041,0.193070635257,,,0.0
38,0.225590060968,0.363057266262,0.262889193163,0.324129298052,0.36926694108,0.380465281299,,,0.0
