,Unnamed: 0,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,label
0,0,0.514048440162526,0.5064431743368256,0.2892020369888357,0.5750407170208548,0.2714300033973161,0.3207837361659288,,,0.0
1,1,0.6317180954976113,0.4646742887442144,0.44058586625055535,0.10050105607165898,0.4596722731776952,0.21836392455575607,0.21454226691941855,0.20260323828882285,0.0
2,2,0.2906467219051781,0.3829657691222232,0.4342691463759164,0.550554772618364,0.8094410480742539,0.3237396014909354,0.13175173651453229,0.17955973670418873,0.0
3,3,0.5572028029100465,0.3890287151786075,0.7178978375650357,0.2605719602510793,0.3875054721280156,0.2583243470401889,,,0.0
4,4,0.5056015557973502,0.4468127592574943,0.6945436644698199,0.17959238134573727,0.3212031668720605,0.3732194569568955,,,0.0
5,5,0.5071584963519803,0.18852594695437025,0.6491831830252014,0.8145331844825593,0.5965036551064433,0.2414527113452598,0.5101896005239964,0.5348013345764061,0.0
6,6,0.4117517983956887,0.668126951319058,0.6854176069310279,0.48327692412019396,0.3730789990715678,0.3199105499268932,,,0.0
7,7,0.2054865282127092,0.3507400292906233,0.21459888497998336,0.541303902081796,0.5977965532761816,0.2565360628081169,0.5226506702517366,0.31816122857868506,0.0
8,8,0.2339957441767597,0.3856980090204863,0.6692669274993561,0.7191403018587591,0.7012624717754695,0.44411263618423147,0.24229522965691916,0.3534499636290995,0.0
9,9,0.5522639552541513,0.270388187148946,0.4560695102584028,0.3611800759761326,0.2509911718342086,0.031089407707763955,,,0.0
10,10,0.11471675232755935,0.3893979248652437,0.5549084003336743,0.19577377197481116,0.5826509106148888,0.3843061388863642,0.19319228836641072,0.7589191642673638,0.0
11,11,0.25849621039721543,0.6916882826411132,0.4187953534652334,0.2628300097633911,0.17001051259434966,0.3711727810404746,0.6821651199747479,0.488010632307772,0.0
12,12,0.40820507564109865,0.5414547682030203,0.5117791265453981,0.4007733028240236,0.16999936203731925,0.3653071099038404,,,0.0
13,13,0.4227638318938179,0.8297744464735213,0.2676782823794326,0.19030308406202454,0.23673719083278266,0.5708804883241388,,,0.0
