,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,label
0,0.0,3.0,1.0,3.0,0.0,3.0,2.0,0.0,0.043357806205772745
1,8.0,5.0,7.0,7.0,4.0,6.0,6.0,8.0,0.2011089029941949
2,6.0,3.0,2.0,6.0,3.0,3.0,6.0,4.0,0.1363717598661557
3,12.0,16.0,12.0,16.0,12.0,16.0,13.0,15.0,0.36962218535780783
4,5.0,4.0,5.0,5.0,4.0,4.0,7.0,4.0,0.10644605887401988
5,28.0,29.0,24.0,26.0,26.0,24.0,29.0,25.0,0.6618593884668631
6,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.03329622003826005
7,12.0,16.0,9.0,10.0,14.0,12.0,8.0,9.0,0.2843056541175354
8,4.0,3.0,12.0,7.0,8.0,4.0,3.0,6.0,0.1403387009004309
9,5.0,8.0,5.0,5.0,7.0,5.0,4.0,6.0,0.14886555925377978
10,5.0,5.0,5.0,10.0,13.0,11.0,5.0,7.0,0.17301158113511725
11,1.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,0.042284623809244665
12,17.0,12.0,15.0,11.0,18.0,13.0,15.0,15.0,0.35929693523301315
13,14.0,14.0,10.0,15.0,12.0,17.0,11.0,10.0,0.3097035051098488
14,6.0,7.0,10.0,9.0,6.0,6.0,8.0,10.0,0.2009466541301831
15,10.0,9.0,9.0,5.0,4.0,10.0,2.0,6.0,0.1869045598151029
16,25.0,21.0,17.0,14.0,18.0,21.0,20.0,19.0,0.4762283807256161
17,11.0,12.0,10.0,7.0,15.0,5.0,6.0,10.0,0.2400907342022229
18,14.0,18.0,16.0,12.0,15.0,13.0,20.0,12.0,0.39071600345847296
19,5.0,7.0,7.0,6.0,4.0,11.0,6.0,5.0,0.1509770116882684
20,19.0,14.0,12.0,9.0,17.0,13.0,22.0,11.0,0.3386382821771015
21,13.0,13.0,14.0,15.0,15.0,17.0,11.0,16.0,0.39152919015890414
22,20.0,24.0,24.0,17.0,20.0,24.0,17.0,19.0,0.48461487261262
23,25.0,29.0,21.0,24.0,22.0,20.0,23.0,18.0,0.5630568330269581
24,13.0,16.0,16.0,19.0,19.0,17.0,16.0,17.0,0.4145821125420649
25,18.0,10.0,11.0,20.0,11.0,15.0,10.0,13.0,0.2956008833719022
26,5.0,11.0,13.0,12.0,14.0,16.0,12.0,14.0,0.31358686925407103
27,1.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,0.050463039515466615
28,0.0,5.0,3.0,2.0,3.0,4.0,5.0,8.0,0.10994506520347852
29,5.0,7.0,8.0,6.0,2.0,6.0,5.0,7.0,0.15441054033503918
30,7.0,12.0,9.0,11.0,13.0,9.0,12.0,13.0,0.2531629194314007
31,9.0,6.0,10.0,11.0,7.0,14.0,10.0,4.0,0.20718791852110127
32,2.0,3.0,4.0,5.0,7.0,5.0,5.0,2.0,0.07228200422806574
33,8.0,13.0,14.0,13.0,15.0,10.0,14.0,14.0,0.3229078519241662
34,1.0,0.0,1.0,1.0,1.0,1.0,4.0,2.0,0.033714498184377266
35,9.0,6.0,11.0,14.0,6.0,9.0,7.0,9.0,0.207191445935822
36,23.0,16.0,21.0,21.0,26.0,15.0,19.0,20.0,0.4428953227560589
37,15.0,10.0,10.0,13.0,14.0,11.0,20.0,19.0,0.3017907959274605
38,4.0,6.0,2.0,4.0,2.0,5.0,2.0,2.0,0.0902639768622774
39,12.0,13.0,14.0,12.0,13.0,16.0,16.0,11.0,0.2965933287836101
40,27.0,23.0,26.0,25.0,21.0,25.0,34.0,26.0,0.6633457777436209
41,11.0,13.0,6.0,12.0,10.0,11.0,13.0,8.0,0.2297120057904241
42,1.0,2.0,3.0,3.0,3.0,5.0,1.0,2.0,0.06621356434310367
43,12.0,11.0,11.0,9.0,6.0,7.0,12.0,4.0,0.2284426915388409
44,6.0,12.0,10.0,10.0,6.0,7.0,4.0,9.0,0.18655567835943807
45,2.0,6.0,1.0,9.0,9.0,7.0,9.0,2.0,0.17252113635743224
46,2.0,5.0,4.0,2.0,6.0,5.0,1.0,5.0,0.09777554301740207
47,21.0,16.0,16.0,13.0,19.0,8.0,16.0,18.0,0.3552095661034283
48,28.0,18.0,20.0,25.0,28.0,23.0,25.0,30.0,0.6018381372444723
49,7.0,7.0,15.0,7.0,10.0,9.0,6.0,11.0,0.2359922354502873
50,12.0,8.0,12.0,16.0,11.0,14.0,8.0,12.0,0.2670220849184462
51,17.0,17.0,19.0,22.0,20.0,24.0,14.0,19.0,0.4582486176486414
52,4.0,8.0,9.0,5.0,12.0,7.0,9.0,4.0,0.19897366636588015
