,Y0,Y1,label
0,-1.086446373,-0.896065126,0
1,-0.306299373,-1.33993366,0
2,-1.206585584,-0.641726814,0
3,1.307945635,1.845460428,0
4,0.829114948,-0.023298815,0
5,-0.208563953,-0.91661975,0
6,-1.074742584,-0.08614349,0
7,1.175838537,-1.635091733,0
8,1.228193998,1.076386253,0
9,0.394772867,-0.387700819,0
10,0.588401756,-1.433298816,0
11,-0.32357468,1.25298469,0
12,-0.730742587,1.428485073,0
13,0.944653892,-0.264002781,0
14,-0.163213302,-0.964107273,0
15,-0.342647334,0.048904037,0
16,-0.499631986,-2.21190451,0
17,0.309836865,-1.589651278,0
18,0.729454592,-0.107901247,0
19,-0.65017149,-1.693056508,0
20,-0.368474045,-1.590371713,0
21,1.48050585,0.474440201,0
22,0.913863813,0.960470252,0
23,0.084542571,1.717230936,0
24,0.851892718,-0.754885312,0
25,-2.287629315,0.109238693,0
26,-0.450158114,-0.412972447,0
27,0.318983758,-0.541107954,0
28,0.948666477,0.151435043,0
29,0.076902435,-0.059400394,0
30,-0.0701387,-0.566149049,0
31,0.311005364,0.724208807,0
32,0.516450028,1.026030683,0
33,0.520152606,-0.869838546,0
34,1.500565144,1.166472149,0
35,0.491914483,-0.732262218,0
36,0.680306103,0.508996848,0
37,-0.837536224,0.647644859,0
38,0.01253947,1.559589104,0
39,1.03459537,0.337692668,0
40,-1.30261041,-1.118544292,0
41,1.309515124,-0.518216998,0
42,-0.393124297,1.042968494,0
43,0.074715208,0.089437044,0
44,0.053907363,0.418446989,0
45,-1.227730053,-1.089541553,0
46,0.31712438,-0.78040554,0
47,-0.856131045,-1.319871402,0
48,0.453781654,1.001774845,0
49,1.413734682,-0.190182891,0
50,0.030110543,-1.873416706,0
51,-0.116776943,-0.127490337,0
52,0.902184289,-1.314372186,0
53,-0.099550733,0.140549845,0
54,2.628805944,1.755778831,0
55,-2.635647807,-1.286644495,0
56,-0.171722197,1.800453705,0
57,0.608695633,0.031525559,0
58,-1.46641218,0.309440753,0
59,1.142217843,-0.51084416,0
60,-1.109133259,0.119280783,0
61,-0.507039997,0.243614313,0
62,-1.501223854,-0.668665756,0
63,-1.919713318,1.296949757,0
64,-0.015382252,-0.09687418,0
65,-0.254353229,-0.995693626,0
66,0.243383006,-0.965059327,0
67,0.785555831,0.957049594,0
68,-0.251042343,-0.43844229,0
69,0.583872852,0.647904411,0
70,0.489425989,0.979519238,0
71,0.667594074,0.851047066,0
72,-1.51315446,0.888537827,0
73,-0.416360336,-0.228772367,0
74,-1.219416839,0.043867299,0
75,0.739796425,-0.778866203,0
76,-0.207691998,-0.563429163,0
77,0.867100077,0.619472117,0
78,0.518850214,0.338461322,0
79,-0.408322198,0.417782644,0
80,-0.761045081,2.894346393,0
81,-0.73120142,0.57891916,0
82,-0.843404179,1.196649604,0
83,-0.827986853,0.253516281,0
84,-0.170201614,-0.57172759,0
85,0.48671307,-1.776716982,0
86,-0.866029635,0.204250187,0
87,0.941379329,0.409782506,0
88,-0.272755831,-0.269486286,0
89,-0.073514145,-0.240066376,0
90,-0.216702074,-0.984446049,0
91,0.838913027,-0.576337203,0
92,-1.663812169,-0.0134209,0
93,-0.422968332,-1.495730204,0
94,0.488063137,0.498396167,0
95,0.431590008,-0.347376706,0
96,0.006392059,1.957600279,0
